# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/mm10/mm10.ensGene.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//counts/cpid_multireg_females_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000040583	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26061495;26080598;26080890;26081649;26085853;26086482;26088245;26088601;26095640	26061690;26080760;26081039;26081809;26086029;26086623;26088432;26088742;26096196	+;+;+;+;+;+;+;+;+	1876	0	0
ENSMUSG00000101800	chr7	26072073	26072931	+	859	0	0
ENSMUSG00000040660	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26173411;26186581;26186886;26187652;26198418;26199044;26200733;26201091;26210103	26173604;26186743;26187035;26187812;26198594;26199185;26200920;26201232;26210661	+;+;+;+;+;+;+;+;+	1876	0	0
ENSMUSG00000092464	chr7;chr7	26245899;26247256	26246291;26247958	+;+	1096	0	0
ENSMUSG00000092514	chr7	26255080	26255626	+	547	0	0
ENSMUSG00000046130	chr7	26266831	26267775	+	945	0	0
ENSMUSG00000074254	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26307190;26307650;26308513;26308928;26310706;26312187;26312767;26313555;26314703	26307397;26307812;26308662;26309088;26310882;26312328;26312954;26313696;26315088	+;+;+;+;+;+;+;+;+	1717	0	0
ENSMUSG00000040614	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26322473;26354507;26364691;26371291;26371291;26371989;26375247;26375247;26377150;26377150;26378005;26378005;26380417;26380417;26380417;26380417;26382282;26382282;26384300;26384300;26384300;26392268;26393968;26393968;26403657;26403657;26403657	26322493;26354588;26365037;26371461;26371461;26372159;26375417;26375417;26378172;26378172;26378172;26378172;26380581;26380581;26380581;26380581;26382446;26382446;26385881;26385881;26385881;26394260;26394243;26394238;26403700;26403700;26403696	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5935	0	0
ENSMUSG00000040601	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26435113;26435614;26435646;26435646;26435886;26435886;26435886;26435886;26444150;26444150;26444150;26444150;26449247;26449247;26449247;26449247;26451567;26453357;26453357;26453357;26454035;26454035;26454035;26457026;26457026;26457026;26459639;26459639;26459639;26462442;26462442;26462442;26464094;26464094;26464094;26475046;26475046	26435257;26435646;26435683;26435683;26435985;26435985;26435985;26435985;26444488;26444488;26444488;26444488;26450819;26450819;26450819;26450819;26451654;26453515;26453515;26453515;26454199;26454199;26454199;26457193;26457193;26457193;26459809;26459809;26459809;26462612;26462612;26462612;26464606;26464264;26464264;26475210;26476142	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4759	0	0
ENSMUSG00000094866	chr7	26531184	26531293	+	110	0	0
ENSMUSG00000054102	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26535023;26535065;26535066;26535071;26550774;26550774;26550812;26550812;26557230;26557230;26557230;26557230;26557230;26560675;26560675;26562446;26562446;26562446;26562446;26562446;26562446;26564840;26564840;26564840;26564840;26564840;26564840;26567833;26567833;26567833;26567833;26567833;26570507;26570507;26570507;26571240;26571240;26571240;26571240;26573803;26573803;26573803;26573803;26575092;26575551	26535110;26535110;26535110;26535110;26551082;26551082;26551082;26551082;26558811;26558811;26558811;26558811;26558811;26560839;26560839;26562610;26562610;26562610;26562610;26562610;26562610;26565007;26565016;26565007;26565007;26565007;26565007;26568003;26568003;26568003;26568003;26568003;26570677;26570677;26570677;26571410;26571410;26571410;26571410;26573932;26573953;26574144;26574140;26575164;26575615	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3479	0	0
ENSMUSG00000091924	chr7	26611021	26612164	-	1144	0	0
ENSMUSG00000040650	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26665227;26672725;26673037;26674356;26674996;26679393;26681315;26681597;26686260	26666114;26672866;26673224;26674497;26675172;26679553;26681464;26681759;26686437	-;-;-;-;-;-;-;-;-	2189	0	0
ENSMUSG00000066704	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26757163;26757163;26759036;26759036;26759341;26759341;26762244;26762244;26763343;26763343;26764250;26764250;26766555;26766741;26767104;26767104;26771233;26771233	26757360;26757360;26759198;26759198;26759490;26759490;26762404;26762404;26763519;26763519;26764391;26765634;26766928;26766928;26767245;26767245;26772630;26771391	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4148	0	0
ENSMUSG00000049685	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26808927;26809683;26811399;26814131;26814625;26816544;26819035;26819342;26820648	26809106;26809845;26811548;26814291;26814801;26816685;26819222;26819483;26821197	+;+;+;+;+;+;+;+;+	1853	0	0
ENSMUSG00000005547	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26835305;26835364;26835795;26836203;26836675;26836675;26836675;26837091;26837091;26837091;26838868;26838868;26838868;26840360;26840360;26840360;26840468;26840937;26840937;26840937;26840937;26840944;26841728;26841728;26842878;26842982;26843336	26835543;26835543;26835957;26836242;26836824;26836824;26836824;26837251;26837251;26837251;26839044;26839044;26839044;26840501;26840501;26840501;26840501;26841124;26841063;26841124;26841124;26841099;26841831;26841869;26843528;26843267;26843548	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2073	0	1
ENSMUSG00000091867	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	26931631;26933479;26934129;26934761;26936309;26937707;26938079;26938740;26939183	26932532;26933620;26934316;26934899;26936485;26937867;26938228;26938902;26939386	-;-;-;-;-;-;-;-;-	2226	0	0
ENSMUSG00000060407	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27029090;27029562;27030736;27031102;27032487;27034026;27034611;27035311;27036465	27029282;27029724;27030885;27031262;27032663;27034164;27034798;27035452;27036807	+;+;+;+;+;+;+;+;+	1656	0	0
ENSMUSG00000052974	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27119909;27119961;27121551;27121551;27121835;27121835;27124854;27124854;27125199;27129191;27129717;27130294;27131170;27132474;27133216	27120015;27120015;27121741;27121741;27121997;27121997;27125003;27125003;27125357;27129351;27129893;27130435;27131357;27132615;27133660	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2025	0	0
ENSMUSG00000086868	chr7;chr7;chr7;chr7	27124481;27125469;27129754;27130607	27124987;27126439;27129897;27130674	-;-;-;-	1690	0	0
ENSMUSG00000078787	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27153714;27155114;27155116;27155633;27155633;27156157;27156157;27156516;27156516;27157218;27157218;27157471;27157471;27157714;27157714;27158152;27158152;27158383;27158383	27153732;27155303;27155303;27155795;27155795;27156306;27156306;27156676;27156676;27157394;27157394;27157612;27157612;27157901;27157901;27158293;27158293;27158668;27158564	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1618	0	0
ENSMUSG00000058709	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27158658;27158659;27158988;27159524;27159524;27159787;27159787;27160288;27160288;27160536;27164620;27164620;27165533;27166024;27166316;27166684	27159211;27158761;27159211;27159591;27159591;27159923;27159923;27160407;27160407;27160871;27165728;27165728;27165728;27166282;27166413;27166802	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2800	837	1338
ENSMUSG00000053291	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27168424;27168426;27168427;27168695;27172399;27172637;27172637;27172637;27172637;27172710;27172864;27172864;27172864;27172864;27172864;27172864;27174422;27174422;27174422;27174422;27174422;27174716;27174716;27174716;27174716;27175779;27175779;27175779;27175779;27175797;27175828;27176158;27176158;27176158;27176158;27177261;27178727;27178727;27178727;27178727;27178727;27178727	27168804;27168804;27168804;27168804;27172767;27172767;27172767;27172767;27172767;27172767;27173041;27172959;27172959;27172959;27172959;27172959;27174512;27174459;27174576;27174576;27174576;27174840;27174778;27174778;27174778;27175893;27176238;27175893;27175893;27175893;27176049;27176238;27176238;27176238;27176238;27177392;27178823;27178876;27178888;27178815;27178810;27178896	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1970	0	0
ENSMUSG00000095538	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27168430;27172637;27172864;27174422;27174716;27175779;27180169;27180700;27180922	27168804;27172767;27172959;27174576;27174778;27176238;27180279;27180833;27181086	-;-;-;-;-;-;-;-;-	1690	0	0
ENSMUSG00000093348	chr7	27176006	27176093	-	88	0	0
ENSMUSG00000089661	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27179742;27179744;27179744;27180169;27180169;27180169;27180700;27180700;27180922;27180922;27180922	27179834;27179834;27179834;27180279;27180279;27180833;27180833;27180833;27181157;27181149;27181127	-;-;-;-;-;-;-;-;-;-;-	994	0	0
ENSMUSG00000061479	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27187005;27187007;27187007;27187007;27187327;27188866;27188866;27188866;27188866;27188866;27189359;27189359;27189359;27189359;27191604;27191604;27191604;27191604;27191714;27192870;27192870;27192870;27192870;27192870;27194082;27195444;27195444;27195444;27195444;27195444;27195991;27195991;27195994	27187364;27187364;27187364;27187364;27187364;27188954;27188954;27188954;27188954;27189014;27189532;27189532;27189532;27189532;27191780;27191780;27191780;27191780;27191780;27193042;27193042;27193042;27193042;27193042;27194204;27195556;27195760;27195760;27195556;27195556;27196024;27196271;27196245	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1754	172	299
ENSMUSG00000078786	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27195781;27195781;27196906;27196906;27197123;27200554;27200554;27200554;27201020;27201020;27201020;27202408;27202408;27202408;27202627;27202627;27202627;27202632;27203756;27203756;27203756;27203911;27204379	27196107;27196107;27197366;27197366;27197366;27200622;27200622;27200622;27201144;27201144;27201144;27202537;27202537;27202537;27202697;27202697;27202697;27202697;27204320;27204320;27204011;27204161;27205386	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2756	12	57
ENSMUSG00000080533	chr7	27205536	27205655	+	120	3	0
ENSMUSG00000003752	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27207172;27207970;27212310;27212312;27212565;27212960;27212960;27214376;27214376;27216952;27219600;27227351	27208444;27208444;27212383;27212383;27213061;27213052;27213061;27214454;27214580;27217165;27219702;27228628	-;-;-;-;-;-;-;-;-;-;-;-	3644	66	66
ENSMUSG00000003762	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27233023;27233213;27233361;27233465;27233702;27233702;27233702;27233941;27233941;27233941;27237378;27237378;27237378;27239797;27239797;27239797;27240040;27240040;27240040;27240054;27241979;27241979;27241979;27241979;27242212;27242212;27242212;27242212;27243303;27243303;27243303;27243303;27243569;27250183;27250287;27250287;27250385;27250536;27250536;27250536;27250536;27250536;27251430;27252176;27252261;27252261;27252261;27252261;27252261;27256612;27256612;27256612;27256612;27256612;27256612;27257223;27257223;27257223;27257223;27257223;27262168	27233173;27233572;27233572;27233572;27233821;27233821;27233821;27234007;27234007;27234007;27237455;27237455;27237455;27239919;27239919;27239919;27240125;27240125;27240125;27240125;27242119;27242119;27242119;27242119;27242293;27242293;27242293;27242293;27243396;27243396;27243396;27243396;27243823;27250428;27250428;27250428;27250428;27250643;27250643;27250643;27250643;27250643;27251642;27252326;27252326;27252326;27252326;27252326;27252326;27256698;27256698;27256698;27256698;27256698;27256698;27257413;27257943;27257945;27257944;27257950;27262252	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3175	128	229
ENSMUSG00000084974	chr7;chr7	27249263;27257832	27251291;27257932	-;-	2130	0	3
ENSMUSG00000063160	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27258433;27258725;27258783;27258806;27261008;27261378;27262168;27262168;27262168;27264876;27264876;27264876;27264876;27266555;27266555;27266555;27266555;27266727;27266727;27266727;27266727;27268779;27268779;27268779;27273955;27273955;27273955;27276627;27276627;27276627;27279504;27279504;27279504;27280754;27280754;27280754	27258513;27258961;27258961;27265015;27261107;27262252;27262252;27262252;27262252;27265015;27264949;27265015;27265015;27266629;27266629;27266629;27266629;27266801;27266801;27266801;27266801;27268919;27268919;27268919;27274144;27274144;27274144;27276932;27276932;27276932;27279626;27279626;27279626;27281981;27282144;27282141	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8673	443	687
ENSMUSG00000083622	chr7	27271768	27272392	-	625	0	0
ENSMUSG00000040488	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27305136;27305140;27305142;27305998;27306067;27306067;27306067;27306079;27306562;27306562;27306562;27306562;27306562;27306623;27307560;27307768;27307768;27307768;27307768;27307768;27308921;27308921;27308921;27308921;27308921;27308961;27309286;27309286;27309286;27309286;27309286;27309286;27310181;27310181;27310181;27310181;27310181;27310181;27310181;27310521;27310521;27310521;27310521;27310521;27310521;27311560;27314237;27314237;27314237;27314237;27314237;27319411;27319411;27319411;27319411;27319411;27319625;27319625;27319625;27319625;27319625;27322022;27322022;27322022;27322022;27322022;27322289;27322289;27322289;27322289;27322289;27322811;27322811;27322811;27322811;27322811;27323142;27323142;27323142;27323142;27323142;27324087;27324087;27324087;27324087;27324087;27324294;27324294;27324294;27324294;27324294;27325019;27325019;27325019;27325019;27325019;27325678;27325678;27325678;27325678;27325678;27326487;27326487;27326487;27326487;27326487;27326692;27326692;27326692;27326692;27326692;27327261;27327261;27327261;27327261;27327261;27327638;27327638;27327638;27327638;27327638;27328186;27328186;27328186;27328186;27328186;27328740;27328740;27328740;27328740;27328740;27328968;27328968;27328968;27328968;27328968;27329379;27329379;27329379;27329379;27329379;27329571;27329571;27329571;27329571;27329571;27330127;27330127;27330127;27330127;27330127;27333355;27333355;27333355;27333355;27333412;27334837;27335397;27335653;27335671;27337428;27337428	27305550;27305550;27305550;27306219;27306219;27306219;27306219;27306219;27306970;27306942;27306942;27306942;27306942;27306942;27307920;27307920;27307920;27307920;27307920;27307920;27309067;27309067;27309067;27309067;27309067;27309067;27309414;27309414;27309414;27309414;27309414;27309414;27310252;27310462;27310252;27310252;27310252;27310252;27310252;27310678;27310659;27310787;27310787;27310787;27310787;27311812;27314383;27314383;27314383;27314383;27314383;27319536;27319536;27319536;27319536;27319536;27319756;27319756;27319756;27319756;27319756;27322153;27322153;27322153;27322153;27322153;27322411;27322411;27322411;27322411;27322411;27322936;27322936;27322936;27322936;27322936;27323270;27323270;27323270;27323270;27323270;27324206;27324206;27324206;27324206;27324206;27324419;27324419;27324419;27324419;27324419;27325261;27325261;27325261;27325261;27325261;27325803;27325803;27325803;27325803;27325803;27326612;27326612;27326612;27326612;27326612;27326823;27326823;27326823;27326823;27326823;27327512;27327512;27327512;27327512;27327512;27327787;27327787;27327787;27327787;27327787;27328350;27328350;27328350;27328350;27328350;27328862;27328862;27328862;27328862;27328862;27329042;27329042;27329042;27329042;27329042;27329481;27329481;27329481;27329481;27329481;27329818;27329818;27329818;27329818;27329818;27330318;27330318;27330318;27330318;27330318;27333648;27333613;27333406;27333663;27333623;27334946;27335535;27335711;27335711;27337692;27337692	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6463	308	398
ENSMUSG00000089832	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27342133;27342137;27342137;27342138;27342412;27342646;27342646;27342646;27342646;27342646;27343144;27343243;27343243;27343243;27343243;27344640;27344640;27344640;27344640;27344640;27344979;27345173;27345173;27345173;27345173;27345173;27345417;27347002;27347002;27347002;27347002;27348100;27348332;27348332;27348332;27348332;27348534;27348534;27348534;27350492;27350492;27350492;27350492;27351687;27351696;27351696;27351696;27351728;27351765;27351980;27351980;27351980;27351980;27351980;27351980;27352595;27352595;27352595;27352595;27352595;27352595;27354079;27354372;27354372;27354372;27354372;27354372;27354372;27354726;27354726;27354726;27354726;27354726;27354726;27354726;27355214;27355214;27355214;27355214;27355214;27355214;27355214;27355401;27355401;27355401;27355401;27355401;27355401;27355401;27355573;27355573;27355573;27355573;27355871;27355871;27355871	27342544;27342544;27342544;27342544;27342544;27342921;27342760;27342757;27342760;27342760;27343421;27343421;27343421;27343421;27343421;27344736;27344736;27344736;27344736;27344736;27345328;27345328;27345328;27345328;27345328;27345328;27345602;27347454;27347172;27347172;27347172;27348621;27348427;27348448;27348448;27348448;27348621;27348621;27348621;27350609;27350607;27350607;27350607;27351886;27351886;27351886;27351886;27351886;27351886;27352070;27352070;27352128;27352070;27352128;27352070;27352756;27352756;27352756;27352756;27352756;27352756;27354452;27354452;27354452;27354452;27354452;27354452;27354452;27354784;27354784;27354784;27354784;27354784;27354784;27354784;27355287;27355287;27355287;27355287;27355287;27355287;27355287;27355446;27355520;27355446;27355446;27355626;27355743;27355446;27355771;27355626;27355759;27355626;27355922;27355954;27356019	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4230	72	144
ENSMUSG00000092367	chr7;chr7;chr7;chr7;chr7;chr7;chr7	27352649;27354372;27354726;27355214;27355401;27355573;27357286	27352756;27354452;27354784;27355287;27355446;27355626;27357419	-;-;-;-;-;-;-	556	0	0
ENSMUSG00000011751	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27356383;27356383;27356383;27356383;27356387;27359743;27359743;27359743;27359743;27359743;27359935;27359935;27359935;27359935;27359935;27361567;27361567;27361567;27361567;27361567;27362396;27362396;27362396;27362396;27362399;27364071;27364071;27364071;27364071;27364071;27365564;27365564;27365564;27365564;27365564;27366408;27366408;27366408;27366408;27366408;27366600;27366600;27366600;27366600;27366600;27367600;27367600;27367600;27367600;27367600;27369189;27369189;27369189;27369189;27369189;27370402;27370402;27370402;27370402;27370402;27371874;27371874;27371874;27371874;27371874;27372097;27372097;27372097;27372097;27372097;27374146;27374146;27374146;27374146;27374146;27375373;27375373;27375373;27375373;27375373;27391433;27391433;27391433;27391433;27391433;27394158;27394158;27394158;27394158;27394158;27396118;27396489;27397951;27397951;27402736;27402736;27404168;27404168;27407111;27407111;27408243;27408243;27414658;27414665;27416705;27416705;27417958;27417958;27418371;27418371;27418565;27418565;27418988;27418988;27423709;27423709;27426826;27426826;27428184;27428184;27433048;27433048;27433136;27434188;27434201;27434206;27434206;27442395;27442395;27442395;27445954;27446463;27446463;27447538;27447538	27357450;27357450;27357450;27357450;27357450;27359785;27359785;27359785;27359785;27359785;27360108;27360108;27360108;27360108;27360108;27361859;27361859;27361859;27361859;27361859;27362468;27362468;27362468;27362468;27362468;27364690;27364690;27364690;27364690;27364690;27365760;27365760;27365760;27365760;27365760;27366492;27366492;27366492;27366492;27366492;27366738;27366738;27366738;27366738;27366738;27367844;27367844;27367844;27367844;27367844;27369569;27369569;27369569;27369569;27369569;27370606;27370606;27370606;27370606;27370606;27372004;27372004;27372004;27372004;27372004;27372375;27372375;27372375;27372375;27372375;27374235;27374235;27374235;27374235;27374235;27375597;27375597;27375597;27375597;27375597;27391696;27391696;27391696;27391696;27391696;27394304;27394304;27394304;27394304;27394506;27396198;27396553;27398041;27398041;27402938;27402938;27404918;27404918;27407248;27407248;27409168;27409176;27414808;27414808;27417007;27417007;27418116;27418116;27418488;27418488;27418752;27418752;27419100;27419100;27423824;27423824;27426906;27426906;27428275;27428275;27433221;27433221;27433374;27434369;27434357;27434357;27434357;27442581;27442581;27442581;27446267;27446517;27446599;27447686;27447686	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9741	482	812
ENSMUSG00000080562	chr7	27363314	27363401	+	88	0	0
